frequency,traj_ids,source,avg_start_hour,time_entropy,peak_period,path_length,spatial_length,center_x,center_y,spatial_entropy,path,poi_types,dominant_poi,poi_entropy
33,"[[35, 13], [35, 18], [35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 41], [35, 42], [35, 43], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 56], [35, 57], [35, 58], [35, 61], [35, 62], [35, 63], [35, 64], [35, 68], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",18.91,1.444,night,10,0.089,116.326105,39.982068,1.0,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
33,"[[35, 13], [35, 18], [35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 41], [35, 42], [35, 43], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 56], [35, 57], [35, 58], [35, 61], [35, 62], [35, 63], [35, 64], [35, 68], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",18.91,1.444,night,11,0.099,116.326552,39.982102,0.994,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.994
8,"[[35, 13], [35, 18], [35, 30], [35, 35], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTT""]",19.88,0.544,night,12,0.139,116.325082,39.984914,1.739,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",科教文化服务,1.325
33,"[[35, 13], [35, 18], [35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 41], [35, 42], [35, 43], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 56], [35, 57], [35, 58], [35, 61], [35, 62], [35, 63], [35, 64], [35, 68], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",18.91,1.444,night,12,0.109,116.326105,39.982068,1.0,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
7,"[[35, 22], [35, 28], [35, 29], [35, 34], [35, 57], [35, 63], [35, 70]]","[""NDTTT""]",19.42,1.149,night,12,0.145,116.32407,39.984718,1.739,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.325
7,"[[35, 21], [35, 27], [35, 45], [35, 49], [35, 52], [35, 68], [35, 69]]","[""NDTTT""]",19.43,1.379,night,12,0.142,116.324534,39.984891,1.739,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0, 117]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.994
11,"[[35, 22], [35, 28], [35, 30], [35, 35], [35, 43], [35, 45], [35, 52], [35, 57], [35, 63], [35, 70], [35, 71]]","[""NDTTT""]",21.5,0.684,night,11,0.112,116.327641,39.981372,1.788,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.108,116.323924,39.981644,1.788,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.138,116.324516,39.98171,1.739,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
7,"[[35, 22], [35, 28], [35, 29], [35, 34], [35, 57], [35, 63], [35, 70]]","[""NDTTT""]",19.42,1.149,night,10,0.125,116.323662,39.985248,1.83,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.361
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.165,116.323437,39.984924,1.788,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.349
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.175,116.32407,39.984718,1.739,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.325
7,"[[35, 21], [35, 27], [35, 45], [35, 49], [35, 52], [35, 68], [35, 69]]","[""NDTTT""]",19.43,1.379,night,10,0.123,116.324219,39.985456,1.83,"[0, 115, 0, 115, 0, 115, 0, 115, 0, 117]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.991
11,"[[35, 22], [35, 28], [35, 30], [35, 35], [35, 43], [35, 45], [35, 52], [35, 57], [35, 63], [35, 70], [35, 71]]","[""NDTTT""]",21.5,0.684,night,9,0.092,116.327982,39.981217,1.895,"[0, 115, 0, 115, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.991
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,9,0.089,116.323439,39.98155,1.895,"[0, 115, 0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.991
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.118,116.324198,39.981639,1.83,"[0, 115, 0, 115, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.128,116.323924,39.981644,1.788,"[0, 115, 0, 115, 0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.138,116.324516,39.98171,1.739,"[0, 115, 0, 115, 0, 115, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.147,116.322106,39.98129,2.133,"[0, 115, 0, 115, 0, 115, 0, 115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
7,"[[35, 22], [35, 28], [35, 29], [35, 34], [35, 57], [35, 63], [35, 70]]","[""NDTTJ"", ""NDTTT""]",19.42,1.149,night,8,0.105,116.323052,39.986043,1.949,"[0, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.406
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.146,116.322844,39.985559,1.895,"[0, 115, 0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.392
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.155,116.323662,39.985248,1.83,"[0, 115, 0, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.361
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.165,116.323437,39.984924,1.788,"[0, 115, 0, 115, 0, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.349
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.175,116.32407,39.984718,1.739,"[0, 115, 0, 115, 0, 115, 0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.325
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.202,116.321217,39.987815,2.179,"[0, 115, 0, 115, 0, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.242,116.321214,39.987305,2.133,"[0, 115, 0, 115, 0, 115, 0, 116, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.483
7,"[[35, 21], [35, 27], [35, 45], [35, 49], [35, 52], [35, 68], [35, 69]]","[""NDTTJ"", ""NDTTT""]",19.43,1.379,night,8,0.103,116.323748,39.986303,1.949,"[0, 115, 0, 115, 0, 115, 0, 117]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.985
11,"[[35, 22], [35, 28], [35, 30], [35, 35], [35, 43], [35, 45], [35, 52], [35, 57], [35, 63], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.5,0.684,night,7,0.072,116.328518,39.980974,2.04,"[0, 115, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.985
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,7,0.069,116.322677,39.981402,2.04,"[0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.985
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,8,0.098,116.323721,39.981532,1.949,"[0, 115, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,9,0.108,116.323439,39.98155,1.895,"[0, 115, 0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.991
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.118,116.324198,39.981639,1.83,"[0, 115, 0, 115, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.128,116.323924,39.981644,1.788,"[0, 115, 0, 115, 0, 115, 83, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.138,116.324516,39.98171,1.739,"[0, 115, 0, 115, 0, 115, 83, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.147,116.322106,39.98129,2.133,"[0, 115, 0, 115, 0, 115, 83, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.128,116.321306,39.981135,2.244,"[0, 115, 0, 115, 0, 115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.157,116.32219,39.981254,2.179,"[0, 115, 0, 115, 0, 115, 83, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.167,116.322106,39.98129,2.133,"[0, 115, 0, 115, 0, 115, 83, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
7,"[[35, 22], [35, 28], [35, 29], [35, 34], [35, 57], [35, 63], [35, 70]]","[""NDTTJ"", ""NDTTT""]",19.42,1.149,night,6,0.086,116.322034,39.987368,2.109,"[0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.459
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,7,0.126,116.321913,39.986557,2.04,"[0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.449
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,8,0.136,116.323052,39.986043,1.949,"[0, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.406
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.146,116.322844,39.985559,1.895,"[0, 115, 0, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.392
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.155,116.323662,39.985248,1.83,"[0, 115, 0, 115, 0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.361
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.165,116.323437,39.984924,1.788,"[0, 115, 0, 115, 0, 116, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.349
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.175,116.32407,39.984718,1.739,"[0, 115, 0, 115, 0, 116, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.325
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.202,116.321217,39.987815,2.179,"[0, 115, 0, 115, 0, 116, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.242,116.321214,39.987305,2.133,"[0, 115, 0, 115, 0, 116, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.483
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.182,116.32013,39.989093,2.295,"[0, 115, 0, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.53
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.222,116.320236,39.988353,2.244,"[0, 115, 0, 115, 0, 116, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.232,116.321217,39.987815,2.179,"[0, 115, 0, 115, 0, 116, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.242,116.321214,39.987305,2.133,"[0, 115, 0, 115, 0, 116, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.483
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.278,116.319178,39.989955,2.366,"[0, 115, 0, 115, 0, 116, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.555
7,"[[35, 21], [35, 27], [35, 45], [35, 49], [35, 52], [35, 68], [35, 69]]","[""NDTTJ"", ""NDTTT""]",19.43,1.379,night,6,0.083,116.322962,39.987714,2.109,"[0, 115, 0, 115, 0, 117]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.971
11,"[[35, 22], [35, 28], [35, 30], [35, 35], [35, 43], [35, 45], [35, 52], [35, 57], [35, 63], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.5,0.684,night,5,0.053,116.329483,39.980536,2.244,"[0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,5,0.049,116.321306,39.981135,2.244,"[0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,6,0.078,116.322926,39.981353,2.109,"[0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,7,0.088,116.322677,39.981402,2.04,"[0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.985
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,8,0.098,116.323721,39.981532,1.949,"[0, 115, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,9,0.108,116.323439,39.98155,1.895,"[0, 115, 0, 115, 83, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.991
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.118,116.324198,39.981639,1.83,"[0, 115, 0, 115, 83, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.128,116.323924,39.981644,1.788,"[0, 115, 0, 115, 83, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.138,116.324516,39.98171,1.739,"[0, 115, 0, 115, 83, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.147,116.322106,39.98129,2.133,"[0, 115, 0, 115, 83, 0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.128,116.321306,39.981135,2.244,"[0, 115, 0, 115, 83, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.157,116.32219,39.981254,2.179,"[0, 115, 0, 115, 83, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.167,116.322106,39.98129,2.133,"[0, 115, 0, 115, 83, 0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,8,0.108,116.320107,39.980902,2.373,"[0, 115, 0, 115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.954
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,9,0.137,116.32132,39.981073,2.295,"[0, 115, 0, 115, 83, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.991
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.147,116.321306,39.981135,2.244,"[0, 115, 0, 115, 83, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.157,116.32219,39.981254,2.179,"[0, 115, 0, 115, 83, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.167,116.322106,39.98129,2.133,"[0, 115, 0, 115, 83, 0, 115, 83, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.167,116.319561,39.980796,2.418,"[0, 115, 0, 115, 83, 0, 115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.946
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.196,116.320516,39.980933,2.366,"[0, 115, 0, 115, 83, 0, 115, 83, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
7,"[[35, 22], [35, 28], [35, 29], [35, 34], [35, 57], [35, 63], [35, 70]]","[""NDTTJ"", ""NDTTT""]",19.42,1.149,night,4,0.066,116.319998,39.990018,2.311,"[0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.5
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,5,0.106,116.320236,39.988353,2.244,"[0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,6,0.116,116.322034,39.987368,2.109,"[0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.459
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,7,0.126,116.321913,39.986557,2.04,"[0, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.449
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,8,0.136,116.323052,39.986043,1.949,"[0, 115, 0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.406
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.146,116.322844,39.985559,1.895,"[0, 115, 0, 116, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.392
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.155,116.323662,39.985248,1.83,"[0, 115, 0, 116, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.361
